0.0000000000000000	0.5993428306022466	0.05
0.4166666666666667	1.6709109862762703	0.05
0.8333333333333334	2.7332151696398800	0.05
1.2500000000000000	3.2983434377917410	0.05
1.6666666666666667	2.7264128921195367	0.05
2.0833333333333335	1.9493529688700550	0.05
2.5000000000000000	1.1686425832511462	0.05
2.9166666666666667	-0.2234711233934691	0.05
3.3333333333333335	-1.4859011154568116	0.05
3.7500000000000000	-1.8353132854455500	0.05
4.1666666666666670	-1.9899942252203386	0.05
4.5833333333333340	-1.3569967646400294	0.05
5.0000000000000000	-0.1501462911841079	0.05
5.4166666666666670	0.6551439212879793	0.05
5.8333333333333340	1.7974829302943678	0.05
6.2500000000000000	2.7325424360886528	0.05
6.6666666666666670	2.7708293924915695	0.05
7.0833333333333340	2.5590672480777807	0.05
7.5000000000000000	1.3486913980001494	0.05
7.9166666666666670	0.0296614585784184	0.05
8.3333333333333340	-0.5669230234391135	0.05
8.7500000000000000	-1.7443946600264817	0.05
9.1666666666666680	-1.9864698754391736	0.05
9.5833333333333340	-1.9735800739637626	0.05
10.0000000000000000	-0.9503088399061236	0.05
